time, mean_OMTO3d_003_ColumnAmountO3
2006-04-21,337.309845
2006-04-22,339.543701
2006-04-23,337.13089
2006-04-24,334.843292
2006-04-25,334.496948
2006-04-26,342.32132
2006-04-27,347.952728
2006-04-28,348.992523
2006-04-29,345.134857
2006-04-30,343.042664
2006-05-01,343.269653
2006-05-02,343.135803
2006-05-03,341.261871
2006-05-04,341.579712
2006-05-05,342.087769
2006-05-06,346.332703
2006-05-07,343.779419
2006-05-08,348.128143
2006-05-09,347.981201
2006-05-10,347.744263
2006-05-11,350.14566
2006-05-12,349.848938
2006-05-13,341.120514
2006-05-14,341.489502
2006-05-15,341.610657
2006-05-16,340.752228
2006-05-17,341.197327
2006-05-18,343.434387
2006-05-19,340.019836
2006-05-20,331.988037
2006-05-21,329.77951
2006-05-22,329.352356
2006-05-23,324.48111
2006-05-24,316.648224
2006-05-25,317.380829
2006-05-26,323.853027
2006-05-27,327.669586
2006-05-28,330.916382
2006-05-29,333.229156
2006-05-30,329.965546
2006-05-31,330.350983
2006-06-01,327.056061
2006-06-02,328.353668
2006-06-03,332.489319
2006-06-04,336.605621
2006-06-05,334.70816
2006-06-06,332.938171
2006-06-07,331.502258
2006-06-08,329.011841
2006-06-09,324.54599
2006-06-10,325.328918
2006-06-11,322.78598
2006-06-12,319.777496
2006-06-13,322.444244
2006-06-14,324.706818
2006-06-15,323.857483
2006-06-16,385.129822
2006-06-17,317.84787
2006-06-18,322.721466
2006-06-19,325.702148
2006-06-20,324.915436
2006-06-21,323.019104
2006-06-22,318.604065
2006-06-23,317.488861
2006-06-24,316.455872
2006-06-25,319.343719
2006-06-26,322.888885
2006-06-27,324.80307
2006-06-28,322.324005
2006-06-29,318.388611
2006-06-30,317.194
2006-07-01,315.606354
2006-07-02,314.68866
2006-07-03,313.584686
2006-07-04,313.992279
2006-07-05,315.932678
2006-07-06,318.372589
2006-07-07,318.35849
2006-07-08,313.446472
2006-07-09,309.62738
2006-07-10,307.907013
2006-07-11,307.907043
2006-07-12,309.739563
2006-07-13,309.8862
2006-07-14,308.780304
2006-07-15,306.294861
2006-07-16,305.883728
2006-07-17,306.564758
2006-07-18,373.711945
2006-07-19,307.036438
2006-07-20,306.791809
2006-07-21,307.713623
2006-07-22,309.397919
2006-07-23,309.17041
2006-07-24,306.157898
2006-07-25,304.369141
2006-07-26,303.292084
2006-07-27,300.435333
2006-07-28,298.329987
2006-07-29,299.249695
2006-07-30,299.986603
2006-07-31,302.905762
2006-08-01,304.800812
2006-08-02,305.789703
2006-08-03,305.431885
2006-08-04,305.596924
2006-08-05,306.471832
2006-08-06,306.129028
2006-08-07,303.326782
2006-08-08,302.7659
2006-08-09,300.841949
2006-08-10,300.194519
2006-08-11,305.025909
2006-08-12,308.099701
2006-08-13,310.880341
2006-08-14,308.845245
2006-08-15,308.011475
2006-08-16,306.966095
2006-08-17,304.043396
2006-08-18,300.752502
2006-08-19,273.273773
2006-08-20,301.804077
2006-08-21,303.573669
2006-08-22,303.211273
2006-08-23,301.14093
2006-08-24,298.722992
2006-08-25,297.540985
2006-08-26,294.060211
2006-08-27,289.810883
2006-08-28,291.138763
2006-08-29,293.67337
2006-08-30,298.610962
2006-08-31,300.868164
2006-09-01,298.647369
2006-09-02,294.620239
2006-09-03,290.946716
2006-09-04,291.335236
2006-09-05,295.665771
2006-09-06,298.735016
2006-09-07,297.145142
2006-09-08,294.873718
2006-09-09,294.716125
2006-09-10,293.081512
2006-09-11,291.699554
2006-09-12,287.789642
2006-09-13,286.994904
2006-09-14,289.120087
2006-09-15,290.260925
2006-09-16,289.667572
2006-09-17,286.620148
2006-09-18,287.826385
2006-09-19,291.258514
2006-09-20,343.11792
2006-09-21,295.740173
2006-09-22,303.028717
2006-09-23,300.766357
2006-09-24,298.073395
2006-09-25,297.617859
2006-09-26,297.38266
2006-09-27,300.038452
2006-09-28,301.245575
2006-09-29,299.025391
2006-09-30,293.068085
2006-10-01,288.141174
2006-10-02,287.604858
2006-10-03,285.386322
2006-10-04,283.995544
2006-10-05,287.566315
2006-10-06,293.149597
2006-10-07,290.052124
2006-10-08,280.349304
2006-10-09,276.674622
2006-10-10,280.728394
2006-10-11,293.945312
2006-10-12,298.615051
2006-10-13,297.78067
2006-10-14,298.458801
2006-10-15,294.027954
2006-10-16,295.62735
2006-10-17,299.630676
